$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3
896012,A6-AAM,Gama Aviation,Airbus ACJ318-112 Elite,A318,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/5/21909_1578676998.jpg,https://cdn.jetphotos.com/full/5/77061_1578217838.jpg,https://cdn.jetphotos.com/full/6/21128_1554211585.jpg
406C60,G-LSCW,Gama Aviation,Gulfstream G550,GLF5,Civ,Bizjet,Must Be Nice,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/5/29582_1639768825.jpg,https://cdn.jetphotos.com/full/6/18011_1624589665.jpg,https://cdn.jetphotos.com/full/6/35066_1622366496.jpg
4D0214,LX-LTI,Global Jet Luxembourg,Airbus ACJ318-112 Elite,A318,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/5/69141_1636755834.jpg,https://cdn.jetphotos.com/full/6/34152_1575468773.jpg,https://cdn.jetphotos.com/full/6/40992_1572352370.jpg
4D023B,LX-MCO,Global Jet Luxembourg,Airbus ACJ319-115X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/63604_1500646388.jpg,https://cdn.jetphotos.com/full/6/32432_1629908807.jpg,https://cdn.jetphotos.com/full/6/83523_1629884550.jpg
4D0212,LX-MCE,Global Jet Luxembourg,Airbus ACJ319-115X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://live.staticflickr.com/568/32347124665_d2c8106fac_h.jpg,https://cdn.jetphotos.com/full/5/71956_1484813459.jpg,https://cdn.jetphotos.com/full/5/85564_1481524781.jpg
4D020F,LX-GVV,Global Jet Luxembourg,Airbus ACJ319-115X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/19006_1640882490.jpg,https://cdn.jetphotos.com/full/5/37196_1635081555.jpg,https://cdn.jetphotos.com/full/5/37196_1635081555.jpg
4D0213,LX-DIO,Global Jet Luxembourg,Boeing 737NG-BBJ3,B739,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://live.staticflickr.com/65535/51928581895_a08707ea6f_k.jpg,https://cdn.jetphotos.com/full/6/53406_1632167353.jpg,https://cdn.jetphotos.com/full/6/24408_1630826741.jpg
A9E51E,N737AT,Hillwood Airways,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732,https://cdn.jetphotos.com/full/6/83419_1638695216.jpg,https://cdn.jetphotos.com/full/5/42585_1635757178.jpg,https://cdn.jetphotos.com/full/5/62475_1627307249.jpg
4D209F,9H-GGG,Jet Aviation Flight Services,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/5/34553_1642012193.jpg,https://cdn.jetphotos.com/full/5/45810_1637284922.jpg,https://cdn.jetphotos.com/full/6/70602_1625406149.jpg
AB6B1E,N835BZ,Jet Edge,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/5/39328_1634500215.jpg,https://cdn.jetphotos.com/full/6/61906_1631237853.jpg,https://cdn.jetphotos.com/full/6/51027_1630204070.jpg
484494,P4-BBJ,Jet Magic,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://live.staticflickr.com/65535/51422101661_93ecfb35d2_b.jpg,https://live.staticflickr.com/1740/42629368612_c7a9a60683_b.jpg,https://live.staticflickr.com/7397/9108863612_ec5c31e26f_h.jpg
44071E,OE-LJG,M Jet Aviation,Airbus ACJ319-115X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/57141_1642878378.jpg,https://cdn.jetphotos.com/full/5/28992_1625439719.jpg,https://cdn.jetphotos.com/full/5/28992_1625439719.jpg
4B18B7,HB-JJJ,Nomad Aviation AG,Airbus ACJ319-133X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://www.nomadjet.com,https://cdn.jetphotos.com/full/6/20394_1641769262.jpg,https://cdn.jetphotos.com/full/5/76734_1636181381.jpg,https://cdn.jetphotos.com/full/5/76734_1636181381.jpg
4844B8,P4-LIG,Petroff Air,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/93772_1639477845.jpg,https://cdn.jetphotos.com/full/6/46301_1633719219.jpg,https://cdn.jetphotos.com/full/6/80321_1627926694.jpg
800429,VT-IAH,Reliance Commercial Dealers,Airbus ACJ319-115X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/13458_1636058885.jpg,https://cdn.jetphotos.com/full/5/95389_1634151924.jpg,https://cdn.jetphotos.com/full/6/14537_1631551082.jpg
8960AD,A6-RJZ,Royal Jet,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/24736_1640693339.jpg,https://cdn.jetphotos.com/full/6/37525_1631557721.jpg,https://cdn.jetphotos.com/full/6/94526_1629726431.jpg
89605E,A6-DAS,Royal Jet,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/5/79817_1642100208.jpg,https://cdn.jetphotos.com/full/5/60172_1640538491.jpg,https://cdn.jetphotos.com/full/6/45458_1631967274.jpg
896448,A6-RJU,Royal Jet,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/5/80798_1640945897.jpg,https://cdn.jetphotos.com/full/5/80798_1640945897.jpg,https://cdn.jetphotos.com/full/5/32583_1634148285.jpg
A88EC8,N650XA,Saudi Aramco,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Oil Spill,Climate Crisis,Climate Crisis,https://en.wikipedia.org/wiki/Saudi_Aramco,https://cdn.jetphotos.com/full/6/58273_1595280793.jpg,https://cdn.jetphotos.com/full/5/14630_1581343902.jpg,https://cdn.jetphotos.com/full/5/21069_1539543363.jpg
42492B,VQ-BOS,Silirus Ltd,Boeing 737NG-BBJ2,B738,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/83344_1637342848.jpg,https://cdn.jetphotos.com/full/6/39434_1636837085.jpg,https://cdn.jetphotos.com/full/5/54772_1628718237.jpg
7103B9,HZ-SKY1,Sky Prime Aviation,Airbus A340-212,A342,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://www.skyprimeav.com/en/home,https://cdn.jetphotos.com/full/5/76139_1638644383.jpg,https://cdn.jetphotos.com/full/5/87951_1632329062.jpg,https://cdn.jetphotos.com/full/6/56023_1611759770.jpg
71002E,HZ-SKY,Sky Prime Aviation,Airbus A340-642X,A346,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://www.skyprimeav.com/en/home,https://cdn.jetphotos.com/full/5/76139_1638644383.jpg,https://cdn.jetphotos.com/full/6/48466_1638411656.jpg,https://cdn.jetphotos.com/full/6/72437_1638065481.jpg
710024,HZ-SKY4,Sky Prime Aviation,Airbus ACJ319-115XSL,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://www.skyprimeav.com/en/home,https://cdn.jetphotos.com/full/6/48616_1633801594.jpg,https://cdn.jetphotos.com/full/5/74636_1630531287.jpg,https://cdn.jetphotos.com/full/5/95138_1615235967.jpg
7101EF,HZ-XY7,Sky Prime Aviation,Airbus ACJ320-214X,A320,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://www.skyprimeav.com/en/home,https://cdn.jetphotos.com/full/6/30903_1639347582.jpg,https://cdn.jetphotos.com/full/5/98294_1637695209.jpg,https://cdn.jetphotos.com/full/5/28740_1633864332.jpg
710023,HZ-SKY2,Sky Prime Aviation,Airbus ACJ330-243,A332,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Climate Crisis,https://www.skyprimeav.com/en/home,https://cdn.jetphotos.com/full/6/48466_1638411656.jpg,https://cdn.jetphotos.com/full/6/72437_1638065481.jpg,https://cdn.jetphotos.com/full/5/77338_1632878543.jpg
424B3A,M-YULI,Starjet,Airbus ACJ318-112 Elite,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/39138_1638777790.jpg,https://cdn.jetphotos.com/full/6/99192_1638301250.jpg,https://cdn.jetphotos.com/full/5/81495_1629706150.jpg
43E91C,M-RISE,Talos Aviation,Boeing 757,B752,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/5/48938_1642222056.jpg,https://cdn.jetphotos.com/full/6/40128_1640643209.jpg,https://cdn.jetphotos.com/full/5/42440_1640152632.jpg
400143,VP-BWR,USAL,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://xkcd.com/1732,https://live.staticflickr.com/65535/51269291254_1c37bface1_k.jpg,https://cdn.jetphotos.com/full/5/40475_1626360859.jpg,https://cdn.jetphotos.com/full/5/40475_1626360859.jpg
AA6922,N770BB,Yucaipa Companies LLC,Boeing 757,B752,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis,https://en.wikipedia.org/wiki/Yucaipa_Companies,https://cdn.jetphotos.com/full/5/20461_1639640303.jpg,https://cdn.jetphotos.com/full/6/77829_1632108240.jpg,https://cdn.jetphotos.com/full/6/88290_1629300589.jpg
43ECF4,2-CIAS,Channel Islands Air Search,BN Islander 2A,BN2P,Gov,Search And Rescue,Coastguard,Lions Pride,Coastguard,https://www.ci-airsearch.com,,,
3B7B23,F-ZBGN,French Customs,B350 Super King Air,B350,Gov,Border Patrol,Coastguard,Search And Rescue,Coastguard,https://www.douane.gouv.fr,https://cdn.jetphotos.com/full/5/17772_1637139311.jpg,https://cdn.jetphotos.com/full/5/93797_1631750343.jpg,https://cdn.jetphotos.com/full/5/69435_1547670334.jpg
3B7B22,F-ZBGO,French Customs,B350 Super King Air,B350,Gov,Border Patrol,Coastguard,Search And Rescue,Coastguard,https://www.douane.gouv.fr,https://cdn.jetphotos.com/full/5/14032_1595542057.jpg,https://cdn.jetphotos.com/full/6/85066_1574118093.jpg,
3B7B21,F-ZBGP,French Customs,B350 Super King Air,B350,Gov,Eye In The Sky,Customs,Search And Rescue,Coastguard,https://www.douane.gouv.fr,https://cdn.jetphotos.com/full/6/79239_1415293058.jpg,,
3B7B20,F-ZBGQ,French Customs,B350 Super King Air,B350,Gov,Border Patrol,Coastguard,Search And Rescue,Coastguard,https://www.douane.gouv.fr,https://cdn.jetphotos.com/full/6/49655_1570479422.jpg,,
3B7B41,F-ZBGM,French Customs,B350 Super King Air,B350,Gov,Border Patrol,Coastguard,Search And Rescue,Coastguard,https://www.douane.gouv.fr,https://cdn.jetphotos.com/full/6/90471_1623615850.jpg,https://cdn.jetphotos.com/full/6/65295_1623170447.jpg,https://cdn.jetphotos.com/full/5/46764_1622148308.jpg
3B7B40,F-ZBGL,French Customs,B350 Super King Air,B350,Gov,Border Patrol,Coastguard,Search And Rescue,Coastguard,https://www.douane.gouv.fr,https://cdn.jetphotos.com/full/5/44408_1624529188.jpg,https://cdn.jetphotos.com/full/6/75005_1619262581.jpg,https://cdn.jetphotos.com/full/5/84557_1568698717.jpg
406DED,G-MCGX,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://live.staticflickr.com/65535/50170893946_8518d47f95_b.jpg,https://www.islandecho.co.uk/wp-content/uploads/2020/07/i-qDPx98s-X2.jpg,http://www.helis.com/spotters/rob_glendinning/aw189_g-mcgx_south_bishop_lighthouse.jpg
406DEC,G-MCGW,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://live.staticflickr.com/65535/49653940118_d8b1f27894_h.jpg,https://cdn.jetphotos.com/full/6/39737_1615235266.jpg,https://cdn.jetphotos.com/full/5/86245_1610102841.jpg
406DEB,G-MCGV,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/5/80849_1588855597.jpg,https://cdn.jetphotos.com/full/6/74839_1572029132.jpg,https://cdn.jetphotos.com/full/6/78391_1536404676.jpg
406DEA,G-MCGU,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/5/48069_1580810668.jpg,https://cdn.jetphotos.com/full/5/84616_1570412566.jpg,https://cdn.jetphotos.com/full/5/61455_1563994466.jpg
406DE9,G-MCGT,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/5/25578_1639420140.jpg,https://cdn.jetphotos.com/full/6/20402_1636243537.jpg,https://cdn.jetphotos.com/full/5/62379_1573318357.jpg
406DE8,G-MCGS,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://live.staticflickr.com/4496/36624123173_cc2b042822_b.jpg,https://live.staticflickr.com/65535/50398359181_e327b3445a_k.jpg,https://live.staticflickr.com/4478/36624135353_7d8ed0f891_b.jpg
406DE7,G-MCGR,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/5/14777_1636562529.jpg,https://cdn.jetphotos.com/full/5/59123_1636241588.jpg,https://cdn.jetphotos.com/full/5/52320_1606216350.jpg
406DE6,G-MCGP,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/6/33863_1636983632.jpg,https://cdn.jetphotos.com/full/5/91972_1550589868.jpg,https://cdn.jetphotos.com/full/6/89343_1534359222.jpg
406DE5,G-MCGO,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://1.bp.blogspot.com/-KFjwJ3UoYcE/YTJHOkgPQaI/AAAAAAAABvs/9DGwEd4rD4cPCKAoPSP-xPqWJqqK8iJ4QCLcBGAsYHQ/s2048/8Y5A3413%2B%25281%2529.jpg,https://cdn.jetphotos.com/full/6/68976_1507981322.jpg,https://cdn.jetphotos.com/full/6/10607_1502226529.jpg
406D5F,G-MCGN,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://2.bp.blogspot.com/-JyrDATsjLR0/WNvedE5GnMI/AAAAAAAADFE/Xcq0CMRD584V3L4_ZksYaHzy97ljvByRACLcB/s1600/AW189%2B-%2BLOS%2BRelease%2BFriday%2B31%2BMarch.jpg,https://cdn.jetphotos.com/full/5/73785_1601577926.jpg,
406D21,G-MCGM,HM Coastguard,AgustaWestland AW.189,A189,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/6/56554_1543609168.jpg,https://cdn.jetphotos.com/full/6/96526_1541776111.jpg,https://cdn.jetphotos.com/full/6/16225_1516891975.jpg
407843,G-HMGB,HM Coastguard,B200 Super King Air,BE20,Gov,Border Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://live.staticflickr.com/65535/51753717704_204aec676a_h.jpg,https://live.staticflickr.com/65535/51753717704_204aec676a_h.jpg,https://cdn.jetphotos.com/full/5/84996_1600184950.jpg
407814,G-HMGA,HM Coastguard,B200 Super King Air,BE20,Gov,Border Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://blogger.googleusercontent.com/img/a/AVvXsEjzXLICwn3Mq-tW7vP_8fWmCfoe71-hTS4HQJ7_z0Kv_gHFVfNInu-aXsHQqMJoZ1MhacNG67Us6gzzFTtVd4DBEUM6T7FgIucQWHDIGg1qRBwkrlpc2dn3ePExvvfYgnz4nQbnmD2TvECxf-JLaxiZmIARFlnk7vEuOMfz25Ez-rudl1pgaUAYhDEWPw=s5568,https://live.staticflickr.com/65535/50041597962_f9929cd7ea_k.jpg,
406F8B,G-MCGL,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/5/10894_1540190077.jpg,https://cdn.jetphotos.com/full/6/66024_1494785933.jpg,https://cdn.jetphotos.com/full/6/69134_1483049454.jpg
406F2D,G-MCGZ,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhjpwwnyR5rKZ_7fzbEzzCkVOrjV2ry92iooqhx9LuAoe5d0Roe5VAKEdzW5kw80PGmjfrhj-mmZCS4_wVbpoMtnAPUqmORQ22n3EazLXB685O-TWtsWP-Nh2gnoKHG5NtwgYAaRMySJMDuedoJsNmvkdd1G8dowH6Ie3VcHchvudmVE4qrvck-nLJ9vg/s1250/Credit_%20Friends%20of%20Portheras%20Cove.jpg,,
406EE7,G-MCGY,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/6/55533_1448309271.jpg,,
406DDC,G-MCGK,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/5/32719_1635994200.jpg,https://cdn.jetphotos.com/full/5/49262_1629388389.jpg,https://cdn.jetphotos.com/full/6/72781_1628502032.jpg
406DDB,G-MCGJ,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://www.theboltonnews.co.uk/resources/images/10833961/,,
406D2D,G-MCGI,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/6/34810_1544194066.jpg,https://cdn.jetphotos.com/full/5/92740_1452025113.jpg,https://cdn.jetphotos.com/full/5/45073_1445778398.jpg
406D2C,G-MCGH,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://pbs.twimg.com/media/CnVLG_VWEAA8g8I.jpg,https://cdn.jetphotos.com/full/5/85436_1581730612.jpg,https://cdn.jetphotos.com/full/6/56845_1558903946.jpg
406C8E,G-MCGG,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/6/64936_1571058857.jpg,https://cdn.jetphotos.com/full/6/69753_1455632136.jpg,https://cdn.jetphotos.com/full/6/43116_1454553169.jpg
406C82,G-MCGF,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,,,
406C79,G-MCGE,HM Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Her_Majesty%27s_Coastguard,https://cdn.jetphotos.com/full/5/40243_1627067523.jpg,https://cdn.jetphotos.com/full/5/70946_1622630069.jpg,https://cdn.jetphotos.com/full/6/80138_1478544318.jpg
4CC468,TF-SIF,Icelandic Coast Guard,DHC-8-314Q,DH8C,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Icelandic_Coast_Guard,https://cdn.jetphotos.com/full/6/35354_1631552663.jpg,https://cdn.jetphotos.com/full/5/42105_1618931937.jpg,https://cdn.jetphotos.com/full/5/40125_1618330162.jpg
4CC531,TF-GRO,Icelandic Coast Guard,Eurocopter EC225 Super Puma,AS32,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://www.lhg.is/english/,,,
4CC51C,TF-EIR,Icelandic Coast Guard,Eurocopter EC225 Super Puma,AS32,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://www.lhg.is/english/,https://cdn.jetphotos.com/full/5/57227_1633170056.jpg,https://cdn.jetphotos.com/full/5/72545_1629165083.jpg,
4CACA4,EI-ICS,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Irish_Coast_Guard,,,
4CA98F,EI-ICD,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Irish_Coast_Guard,https://cdn.jetphotos.com/full/5/49808_1561803917.jpg,,
4CA98D,EI-ICA,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Irish_Coast_Guard,https://cdn.jetphotos.com/full/5/78505_1627429923.jpg,https://cdn.jetphotos.com/full/5/37110_1496413450.jpg,https://cdn.jetphotos.com/full/4/51347_1394819299.jpg
4CA98C,EI-ICU,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Irish_Coast_Guard,https://cdn.jetphotos.com/full/6/17543_1600798326.jpg,https://cdn.jetphotos.com/full/6/61169_1595090427.jpg,https://cdn.jetphotos.com/full/5/36669_1506775967.jpg
4CA98B,EI-ICG,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Search And Rescue,Mae West,Coastguard,https://en.wikipedia.org/wiki/Irish_Coast_Guard,https://cdn.jetphotos.com/full/6/27647_1625768240.jpg,https://cdn.jetphotos.com/full/6/12739_1583340702.jpg,https://cdn.jetphotos.com/full/6/85691_1491428378.jpg
1533AD,RA-78765,Aviacon Zitotrans,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/6/53401_1641578235.jpg,https://cdn.jetphotos.com/full/5/72987_1638522177.jpg,https://cdn.jetphotos.com/full/5/10192_1637050240.jpg
152C2A,RA-76842,Aviacon Zitotrans,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/5/83767_1639491816.jpg,https://cdn.jetphotos.com/full/5/83767_1639491816.jpg,https://cdn.jetphotos.com/full/5/24013_1637306078.jpg
51008B,EW-435TI,Aviakompania Grodno,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,Cargo,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18,https://cdn.jetphotos.com/full/5/90631_1521893334.jpg,https://cdn.jetphotos.com/full/6/47126_1514133801.jpg,https://cdn.jetphotos.com/full/5/25080_1507209849.jpg
451DA8,LZ-FLL,Bright Flight,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,Curl,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26,https://cdn.jetphotos.com/full/5/17985_1639036169.jpg,https://cdn.jetphotos.com/full/6/11732_1603859822.jpg,https://cdn.jetphotos.com/full/5/20213_1570088450.jpg
6010E9,EX-76007,Fly Sky,Ilyushin IL-76TD,IL76,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Illyushin,Da Comrade,https://tinyurl.com/yt8u994n,https://cdn.jetphotos.com/full/6/10745_1632322854.jpg,,
6010DF,EX-76003,Fly Sky,Ilyushin IL-76TD,IL76,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Illyushin,Da Comrade,https://tinyurl.com/yt8u994n,https://cdn.jetphotos.com/full/6/41965_1641187439.jpg,https://cdn.jetphotos.com/full/6/69355_1603898077.jpg,https://cdn.jetphotos.com/full/5/17233_1603897406.jpg
51007E,EW-328TG,Genex Air,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,Curl,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26,https://cdn.jetphotos.com/full/6/55206_1577794041.jpg,https://cdn.jetphotos.com/full/6/55230_1576613396.jpg,https://cdn.jetphotos.com/full/6/14552_1572288304.jpg
51003B,EW-259TG,Genex Air,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,Curl,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26,https://cdn.jetphotos.com/full/6/90943_1640882781.jpg,https://cdn.jetphotos.com/full/6/46158_1637427249.jpg,https://cdn.jetphotos.com/full/6/42741_1618491803.jpg
5082FD,5A-7656,Libyan National Army,Ilyushin IL-76TD,IL76,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Illyushin,Da Comrade,https://tinyurl.com/yt8u994n,,,
07C024,5A-EWX,Libyan National Army,Ilyushin IL-76TD,IL76,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Illyushin,Da Comrade,https://tinyurl.com/yt8u994n,,,
